episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
114,Q028,0.5059,4,2,accepted,1,1.0,3.814,482,456,197,0.00904,-0.500393,nan,-0.281923,-0.460581,-0.580941,True
115,Q018,0.3787,4,2,accepted,1,1.0,19.207,253,460,199,0.006225,-0.55943,nan,-0.318339,-0.526828,-0.639768,True
116,Q008,0.4865,4,2,accepted,1,1.0,5.655,514,464,201,0.00839,-0.556701,nan,-0.380987,-0.508614,-0.59916,True
117,Q010,0.6168,4,2,accepted,1,1.0,16.237,442,468,203,0.005565,-0.52504,nan,-0.367442,-0.481048,-0.596958,True
118,Q020,0.4953,4,2,accepted,1,1.0,4.634,403,472,205,0.003256,-0.512403,nan,-0.380392,-0.476682,-0.60037,True
119,Q010,0.6163,4,2,accepted,1,1.0,17.466,442,476,207,0.002524,-0.519323,nan,-0.362132,-0.471367,-0.600698,True
120,Q033,0.2625,4,2,accepted,1,0.75,22.14,483,480,209,0.001363,-0.503134,nan,-0.387361,-0.497562,-0.561961,True
121,Q005,0.8135,4,2,accepted,1,1.0,15.617,320,484,211,0.004333,-0.48993,nan,-0.382047,-0.478076,-0.620461,True
122,Q002,0.5627,4,2,accepted,1,1.0,2.678,1520,488,213,0.007208,-0.50202,nan,-0.387166,-0.503811,-0.578754,True
123,Q030,0.5627,4,2,accepted,1,1.0,17.465,331,492,215,0.005652,-0.497235,nan,-0.368931,-0.502174,-0.606947,True
124,Q029,0.4794,4,3,accepted,1,1.0,24.869,1204,496,217,0.005312,-0.446835,nan,-0.327982,-0.417934,-0.546956,True
125,Q010,0.6005,4,2,accepted,1,1.0,17.811,484,500,219,0.003018,-0.488739,nan,-0.367062,-0.519607,-0.603392,True
126,Q036,0.4505,4,2,accepted,1,1.0,2.641,291,504,221,0.003225,-0.493852,nan,-0.376021,-0.510815,-0.607409,True
127,Q013,0.3806,4,2,accepted,1,1.0,4.183,499,508,223,0.00305,-0.466148,nan,-0.333692,-0.477733,-0.52085,True
128,Q020,0.5081,4,2,accepted,1,1.0,21.907,373,512,225,0.003797,-0.46012,nan,-0.343882,-0.488322,-0.560357,True
129,Q005,0.8135,4,2,accepted,1,1.0,15.692,320,516,227,0.002581,-0.456307,nan,-0.336989,-0.474723,-0.576526,True
130,Q030,0.4307,4,2,accepted,1,1.0,4.972,685,520,229,0.003855,-0.487326,nan,-0.366837,-0.500414,-0.535731,True
131,Q026,0.4449,4,2,accepted,1,1.0,6.552,471,524,231,0.003342,-0.520339,nan,-0.35255,-0.499964,-0.586375,True
132,Q022,0.2468,4,2,accepted,1,0.5,16.569,422,528,233,0.004251,-0.485925,nan,-0.359465,-0.488512,-0.58582,True
133,Q028,0.5291,4,2,accepted,1,1.0,3.368,440,532,235,0.005866,-0.489492,nan,-0.372397,-0.523056,-0.59186,True
134,Q037,0.5187,4,3,accepted,1,1.0,17.904,1164,536,237,0.006847,-0.470919,nan,-0.378095,-0.504179,-0.657448,True
135,Q024,0.4732,4,2,accepted,1,1.0,5.568,860,540,239,0.002344,-0.425414,nan,-0.336827,-0.455014,-0.654275,True
136,Q032,0.3133,4,3,accepted,1,1.0,30.905,2406,544,241,0.004348,-0.39724,nan,-0.333417,-0.458187,-0.581598,True
137,Q009,0.3907,4,2,accepted,1,1.0,4.754,166,548,243,0.002956,-0.443845,nan,-0.353074,-0.529363,-0.58817,True
138,Q015,0.0343,4,2,accepted,1,0.5,5.665,773,552,245,0.003959,-0.466085,nan,-0.381481,-0.532657,-0.537287,True
139,Q032,0.1762,4,3,accepted,1,0.8,28.353,1313,556,247,0.004034,-0.454331,nan,-0.361008,-0.47804,-0.62582,True
140,Q022,0.2459,4,3,accepted,1,0.5,18.785,1180,560,249,0.004964,-0.440267,nan,-0.353525,-0.479849,-0.583871,True
141,Q029,0.4806,4,3,accepted,1,1.0,22.041,1321,564,251,0.002552,-0.455294,nan,-0.356648,-0.482421,-0.603354,True
142,Q013,0.3464,4,3,accepted,1,1.0,6.409,1425,568,253,0.002917,-0.462967,nan,-0.354811,-0.506416,-0.581689,True
143,Q014,0.1524,4,3,accepted,1,0.5,22.193,1156,572,255,0.003702,-0.464007,nan,-0.35347,-0.507866,-0.536989,True
144,Q019,0.5344,4,3,accepted,1,1.0,25.429,1100,576,257,0.01042,-0.462343,nan,-0.371002,-0.495898,-0.587676,True
145,Q009,0.391,4,2,accepted,1,1.0,4.082,166,580,259,0.004143,-0.436912,nan,-0.358482,-0.493915,-0.617098,True
146,Q033,0.2631,4,3,accepted,1,0.75,20.674,1126,584,261,0.003633,-0.383638,nan,-0.344747,-0.466223,-0.666585,True
147,Q036,0.4504,4,2,accepted,1,1.0,2.755,291,588,263,0.004113,-0.413138,nan,-0.357647,-0.469472,-0.563599,True
148,Q034,0.235,4,3,accepted,1,0.5,24.12,950,592,265,0.003884,-0.485348,nan,-0.376392,-0.541396,-0.632564,True
149,Q002,0.5626,4,2,accepted,1,1.0,2.893,1229,596,267,0.003917,-0.435871,nan,-0.35421,-0.504215,-0.586399,True
